course,term,label,capacity,registered,granted,denied,utilization,status
ENGL_2,5,Spring Y3,70,48,48,0,0.6857,open
GED_1,5,Spring Y3,70,69,69,0,0.9857,open
GED_2,5,Spring Y3,70,50,50,0,0.7143,open
GED_3,5,Spring Y3,70,34,34,0,0.4857,open
GED_4,5,Spring Y3,70,28,28,0,0.4,open
GED_5,5,Spring Y3,70,28,28,0,0.4,open
GED_6,5,Spring Y3,70,37,37,0,0.5286,open
GED_7,5,Spring Y3,70,48,48,0,0.6857,open
CMPS151,6,Fall Y4,105,107,105,2,1.0,oversubscribed
CMPS200,6,Fall Y4,105,101,101,0,0.9619,open
CMPS205,6,Fall Y4,140,106,106,0,0.7571,open
CMPS251,6,Fall Y4,105,50,50,0,0.4762,open
CMPS350,6,Fall Y4,70,68,68,0,0.9714,open
CMPS303,6,Fall Y4,70,76,70,6,1.0,oversubscribed
CMPE263,6,Fall Y4,105,49,49,0,0.4667,open
CMPS380,6,Fall Y4,140,109,109,0,0.7786,open
CMPS310,6,Fall Y4,140,110,110,0,0.7857,open
CMPE355,6,Fall Y4,140,109,109,0,0.7786,open
CMPS493,6,Fall Y4,70,47,47,0,0.6714,open
CMPS499,6,Fall Y4,70,38,38,0,0.5429,open
ELEC_1,6,Fall Y4,70,64,64,0,0.9143,open
ELEC_2,6,Fall Y4,70,68,68,0,0.9714,open
ELEC_3,6,Fall Y4,70,64,64,0,0.9143,open
ELEC_4,6,Fall Y4,70,60,60,0,0.8571,open
SUPP_1,6,Fall Y4,105,102,102,0,0.9714,open
SUPP_2,6,Fall Y4,105,101,101,0,0.9619,open
MATH_1,6,Fall Y4,140,104,104,0,0.7429,open
MATH_2,6,Fall Y4,105,21,21,0,0.2,open
MATH_3,6,Fall Y4,140,23,23,0,0.1643,open
MATH_4,6,Fall Y4,105,81,81,0,0.7714,open
MATH_5,6,Fall Y4,105,36,36,0,0.3429,open
PHYS_1,6,Fall Y4,140,29,29,0,0.2071,open
PHYS_2,6,Fall Y4,70,54,54,0,0.7714,open
CHEM_1,6,Fall Y4,105,45,45,0,0.4286,open
ENGL_1,6,Fall Y4,105,103,103,0,0.981,open
ENGL_2,6,Fall Y4,70,65,65,0,0.9286,open
GED_1,6,Fall Y4,70,37,37,0,0.5286,open
GED_2,6,Fall Y4,70,44,44,0,0.6286,open
GED_3,6,Fall Y4,70,62,62,0,0.8857,open
GED_4,6,Fall Y4,70,59,59,0,0.8429,open
GED_5,6,Fall Y4,70,53,53,0,0.7571,open
GED_6,6,Fall Y4,70,47,47,0,0.6714,open
GED_7,6,Fall Y4,70,41,41,0,0.5857,open
CMPS151,7,Spring Y4,105,21,21,0,0.2,open
CMPS200,7,Spring Y4,105,6,6,0,0.0571,open
CMPS205,7,Spring Y4,140,25,25,0,0.1786,open
CMPS251,7,Spring Y4,105,100,100,0,0.9524,open
CMPS350,7,Spring Y4,70,49,49,0,0.7,open
CMPS303,7,Spring Y4,70,51,51,0,0.7286,open
CMPE263,7,Spring Y4,105,83,83,0,0.7905,open
CMPS351,7,Spring Y4,140,120,120,0,0.8571,open
CMPS405,7,Spring Y4,140,127,127,0,0.9071,open
CMPS323,7,Spring Y4,140,134,134,0,0.9571,open
CMPS493,7,Spring Y4,70,44,44,0,0.6286,open
CMPS499,7,Spring Y4,70,47,47,0,0.6714,open
ELEC_1,7,Spring Y4,70,49,49,0,0.7,open
ELEC_2,7,Spring Y4,70,50,50,0,0.7143,open
ELEC_3,7,Spring Y4,70,41,41,0,0.5857,open
ELEC_4,7,Spring Y4,70,47,47,0,0.6714,open
SUPP_1,7,Spring Y4,105,17,17,0,0.1619,open
SUPP_2,7,Spring Y4,105,14,14,0,0.1333,open
MATH_1,7,Spring Y4,140,18,18,0,0.1286,open
MATH_2,7,Spring Y4,105,88,88,0,0.8381,open
MATH_3,7,Spring Y4,140,91,91,0,0.65,open
MATH_4,7,Spring Y4,105,31,31,0,0.2952,open
MATH_5,7,Spring Y4,105,72,72,0,0.6857,open
PHYS_1,7,Spring Y4,140,90,90,0,0.6429,open
PHYS_2,7,Spring Y4,70,60,60,0,0.8571,open
CHEM_1,7,Spring Y4,105,65,65,0,0.619,open
ENGL_1,7,Spring Y4,105,12,12,0,0.1143,open
ENGL_2,7,Spring Y4,70,50,50,0,0.7143,open
GED_1,7,Spring Y4,70,52,52,0,0.7429,open
GED_2,7,Spring Y4,70,45,45,0,0.6429,open
GED_3,7,Spring Y4,70,30,30,0,0.4286,open
GED_4,7,Spring Y4,70,32,32,0,0.4571,open
GED_5,7,Spring Y4,70,32,32,0,0.4571,open
GED_6,7,Spring Y4,70,33,33,0,0.4714,open
GED_7,7,Spring Y4,70,40,40,0,0.5714,open
CMPS151,8,Fall Y5,105,8,8,0,0.0762,open
CMPS200,8,Fall Y5,105,0,0,0,0.0,open
CMPS205,8,Fall Y5,140,6,6,0,0.0429,open
CMPS251,8,Fall Y5,105,41,41,0,0.3905,open
CMPS350,8,Fall Y5,70,85,70,15,1.0,oversubscribed
CMPS303,8,Fall Y5,70,86,70,16,1.0,oversubscribed
CMPE263,8,Fall Y5,105,47,47,0,0.4476,open
CMPS380,8,Fall Y5,140,110,110,0,0.7857,open
CMPS310,8,Fall Y5,140,127,127,0,0.9071,open
CMPE355,8,Fall Y5,140,111,111,0,0.7929,open
CMPS493,8,Fall Y5,70,48,48,0,0.6857,open
CMPS499,8,Fall Y5,70,39,39,0,0.5571,open
ELEC_1,8,Fall Y5,70,55,55,0,0.7857,open
ELEC_2,8,Fall Y5,70,58,58,0,0.8286,open
ELEC_3,8,Fall Y5,70,64,64,0,0.9143,open
ELEC_4,8,Fall Y5,70,72,70,2,1.0,oversubscribed
SUPP_1,8,Fall Y5,105,3,3,0,0.0286,open
SUPP_2,8,Fall Y5,105,3,3,0,0.0286,open
MATH_1,8,Fall Y5,140,5,5,0,0.0357,open
MATH_2,8,Fall Y5,105,21,21,0,0.2,open
MATH_3,8,Fall Y5,140,23,23,0,0.1643,open
MATH_4,8,Fall Y5,105,80,80,0,0.7619,open
MATH_5,8,Fall Y5,105,32,32,0,0.3048,open
PHYS_1,8,Fall Y5,140,23,23,0,0.1643,open
PHYS_2,8,Fall Y5,70,53,53,0,0.7571,open
CHEM_1,8,Fall Y5,105,40,40,0,0.381,open
ENGL_1,8,Fall Y5,105,4,4,0,0.0381,open
ENGL_2,8,Fall Y5,70,48,48,0,0.6857,open
GED_1,8,Fall Y5,70,55,55,0,0.7857,open
GED_2,8,Fall Y5,70,58,58,0,0.8286,open
GED_3,8,Fall Y5,70,65,65,0,0.9286,open
GED_4,8,Fall Y5,70,59,59,0,0.8429,open
GED_5,8,Fall Y5,70,57,57,0,0.8143,open
GED_6,8,Fall Y5,70,51,51,0,0.7286,open
GED_7,8,Fall Y5,70,44,44,0,0.6286,open
CMPS151,9,Spring Y5,105,1,1,0,0.0095,open
CMPS200,9,Spring Y5,105,0,0,0,0.0,open
CMPS205,9,Spring Y5,140,0,0,0,0.0,open
CMPS251,9,Spring Y5,105,19,19,0,0.181,open
CMPS350,9,Spring Y5,70,56,56,0,0.8,open
CMPS303,9,Spring Y5,70,69,69,0,0.9857,open
CMPE263,9,Spring Y5,105,20,20,0,0.1905,open
CMPS351,9,Spring Y5,140,123,123,0,0.8786,open
CMPS405,9,Spring Y5,140,110,110,0,0.7857,open
CMPS323,9,Spring Y5,140,105,105,0,0.75,open
CMPS493,9,Spring Y5,70,50,50,0,0.7143,open
CMPS499,9,Spring Y5,70,47,47,0,0.6714,open
ELEC_1,9,Spring Y5,70,45,45,0,0.6429,open
ELEC_2,9,Spring Y5,70,42,42,0,0.6,open
ELEC_3,9,Spring Y5,70,43,43,0,0.6143,open
ELEC_4,9,Spring Y5,70,41,41,0,0.5857,open
SUPP_1,9,Spring Y5,105,0,0,0,0.0,open
SUPP_2,9,Spring Y5,105,0,0,0,0.0,open
MATH_1,9,Spring Y5,140,2,2,0,0.0143,open
MATH_2,9,Spring Y5,105,8,8,0,0.0762,open
MATH_3,9,Spring Y5,140,16,16,0,0.1143,open
MATH_4,9,Spring Y5,105,34,34,0,0.3238,open
MATH_5,9,Spring Y5,105,73,73,0,0.6952,open
PHYS_1,9,Spring Y5,140,14,14,0,0.1,open
PHYS_2,9,Spring Y5,70,56,56,0,0.8,open
CHEM_1,9,Spring Y5,105,54,54,0,0.5143,open
ENGL_1,9,Spring Y5,105,0,0,0,0.0,open
ENGL_2,9,Spring Y5,70,44,44,0,0.6286,open
GED_1,9,Spring Y5,70,56,56,0,0.8,open
GED_2,9,Spring Y5,70,58,58,0,0.8286,open
GED_3,9,Spring Y5,70,35,35,0,0.5,open
GED_4,9,Spring Y5,70,38,38,0,0.5429,open
GED_5,9,Spring Y5,70,37,37,0,0.5286,open
GED_6,9,Spring Y5,70,44,44,0,0.6286,open
GED_7,9,Spring Y5,70,47,47,0,0.6714,open
CMPS151,10,Fall Y6,105,1,1,0,0.0095,open
CMPS200,10,Fall Y6,105,0,0,0,0.0,open
CMPS205,10,Fall Y6,140,0,0,0,0.0,open
CMPS251,10,Fall Y6,105,6,6,0,0.0571,open
CMPS350,10,Fall Y6,70,26,26,0,0.3714,open
CMPS303,10,Fall Y6,70,30,30,0,0.4286,open
CMPE263,10,Fall Y6,105,7,7,0,0.0667,open
CMPS380,10,Fall Y6,140,104,104,0,0.7429,open
CMPS310,10,Fall Y6,140,71,71,0,0.5071,open
CMPE355,10,Fall Y6,140,76,76,0,0.5429,open
CMPS493,10,Fall Y6,70,44,44,0,0.6286,open
CMPS499,10,Fall Y6,70,46,46,0,0.6571,open
ELEC_1,10,Fall Y6,70,51,51,0,0.7286,open
ELEC_2,10,Fall Y6,70,52,52,0,0.7429,open
ELEC_3,10,Fall Y6,70,58,58,0,0.8286,open
ELEC_4,10,Fall Y6,70,59,59,0,0.8429,open
SUPP_1,10,Fall Y6,105,0,0,0,0.0,open
SUPP_2,10,Fall Y6,105,0,0,0,0.0,open
MATH_1,10,Fall Y6,140,0,0,0,0.0,open
MATH_2,10,Fall Y6,105,3,3,0,0.0286,open
MATH_3,10,Fall Y6,140,3,3,0,0.0214,open
MATH_4,10,Fall Y6,105,17,17,0,0.1619,open
MATH_5,10,Fall Y6,105,32,32,0,0.3048,open
PHYS_1,10,Fall Y6,140,9,9,0,0.0643,open
PHYS_2,10,Fall Y6,70,28,28,0,0.4,open
CHEM_1,10,Fall Y6,105,27,27,0,0.2571,open
ENGL_1,10,Fall Y6,105,0,0,0,0.0,open
ENGL_2,10,Fall Y6,70,40,40,0,0.5714,open
GED_1,10,Fall Y6,70,39,39,0,0.5571,open
GED_2,10,Fall Y6,70,40,40,0,0.5714,open
GED_3,10,Fall Y6,70,53,53,0,0.7571,open
GED_4,10,Fall Y6,70,62,62,0,0.8857,open
GED_5,10,Fall Y6,70,59,59,0,0.8429,open
GED_6,10,Fall Y6,70,48,48,0,0.6857,open
GED_7,10,Fall Y6,70,53,53,0,0.7571,open
CMPS151,11,Spring Y6,105,1,1,0,0.0095,open
CMPS200,11,Spring Y6,105,0,0,0,0.0,open
CMPS205,11,Spring Y6,140,0,0,0,0.0,open
CMPS251,11,Spring Y6,105,0,0,0,0.0,open
CMPS350,11,Spring Y6,70,12,12,0,0.1714,open
CMPS303,11,Spring Y6,70,17,17,0,0.2429,open
CMPE263,11,Spring Y6,105,0,0,0,0.0,open
CMPS351,11,Spring Y6,140,53,53,0,0.3786,open
CMPS405,11,Spring Y6,140,102,102,0,0.7286,open
CMPS323,11,Spring Y6,140,82,82,0,0.5857,open
CMPS493,11,Spring Y6,70,40,40,0,0.5714,open
CMPS499,11,Spring Y6,70,41,41,0,0.5857,open
ELEC_1,11,Spring Y6,70,54,54,0,0.7714,open
ELEC_2,11,Spring Y6,70,54,54,0,0.7714,open
ELEC_3,11,Spring Y6,70,33,33,0,0.4714,open
ELEC_4,11,Spring Y6,70,35,35,0,0.5,open
SUPP_1,11,Spring Y6,105,0,0,0,0.0,open
SUPP_2,11,Spring Y6,105,0,0,0,0.0,open
MATH_1,11,Spring Y6,140,0,0,0,0.0,open
MATH_2,11,Spring Y6,105,2,2,0,0.019,open
MATH_3,11,Spring Y6,140,2,2,0,0.0143,open
MATH_4,11,Spring Y6,105,6,6,0,0.0571,open
MATH_5,11,Spring Y6,105,19,19,0,0.181,open
PHYS_1,11,Spring Y6,140,3,3,0,0.0214,open
PHYS_2,11,Spring Y6,70,18,18,0,0.2571,open
CHEM_1,11,Spring Y6,105,30,30,0,0.2857,open
ENGL_1,11,Spring Y6,105,0,0,0,0.0,open
ENGL_2,11,Spring Y6,70,24,24,0,0.3429,open
GED_1,11,Spring Y6,70,35,35,0,0.5,open
GED_2,11,Spring Y6,70,33,33,0,0.4714,open
GED_3,11,Spring Y6,70,30,30,0,0.4286,open
GED_4,11,Spring Y6,70,29,29,0,0.4143,open
GED_5,11,Spring Y6,70,32,32,0,0.4571,open
GED_6,11,Spring Y6,70,36,36,0,0.5143,open
GED_7,11,Spring Y6,70,32,32,0,0.4571,open
CMPS151,12,Fall Y7,105,0,0,0,0.0,open
CMPS200,12,Fall Y7,105,0,0,0,0.0,open
CMPS205,12,Fall Y7,140,0,0,0,0.0,open
CMPS251,12,Fall Y7,105,0,0,0,0.0,open
CMPS350,12,Fall Y7,70,2,2,0,0.0286,open
CMPS303,12,Fall Y7,70,4,4,0,0.0571,open
CMPE263,12,Fall Y7,105,0,0,0,0.0,open
CMPS380,12,Fall Y7,140,47,47,0,0.3357,open
CMPS310,12,Fall Y7,140,28,28,0,0.2,open
CMPE355,12,Fall Y7,140,35,35,0,0.25,open
CMPS493,12,Fall Y7,70,38,38,0,0.5429,open
CMPS499,12,Fall Y7,70,36,36,0,0.5143,open
ELEC_1,12,Fall Y7,70,20,20,0,0.2857,open
ELEC_2,12,Fall Y7,70,27,27,0,0.3857,open
ELEC_3,12,Fall Y7,70,45,45,0,0.6429,open
ELEC_4,12,Fall Y7,70,47,47,0,0.6714,open
SUPP_1,12,Fall Y7,105,0,0,0,0.0,open
SUPP_2,12,Fall Y7,105,0,0,0,0.0,open
MATH_1,12,Fall Y7,140,0,0,0,0.0,open
MATH_2,12,Fall Y7,105,1,1,0,0.0095,open
MATH_3,12,Fall Y7,140,1,1,0,0.0071,open
MATH_4,12,Fall Y7,105,3,3,0,0.0286,open
MATH_5,12,Fall Y7,105,8,8,0,0.0762,open
PHYS_1,12,Fall Y7,140,1,1,0,0.0071,open
PHYS_2,12,Fall Y7,70,9,9,0,0.1286,open
CHEM_1,12,Fall Y7,105,8,8,0,0.0762,open
ENGL_1,12,Fall Y7,105,0,0,0,0.0,open
ENGL_2,12,Fall Y7,70,10,10,0,0.1429,open
GED_1,12,Fall Y7,70,33,33,0,0.4714,open
GED_2,12,Fall Y7,70,38,38,0,0.5429,open
GED_3,12,Fall Y7,70,51,51,0,0.7286,open
GED_4,12,Fall Y7,70,49,49,0,0.7,open
GED_5,12,Fall Y7,70,49,49,0,0.7,open
GED_6,12,Fall Y7,70,41,41,0,0.5857,open
GED_7,12,Fall Y7,70,45,45,0,0.6429,open
CMPS151,13,Spring Y7,105,0,0,0,0.0,open
CMPS200,13,Spring Y7,105,0,0,0,0.0,open
CMPS205,13,Spring Y7,140,0,0,0,0.0,open
CMPS251,13,Spring Y7,105,0,0,0,0.0,open
CMPS350,13,Spring Y7,70,1,1,0,0.0143,open
CMPS303,13,Spring Y7,70,1,1,0,0.0143,open
CMPE263,13,Spring Y7,105,0,0,0,0.0,open
CMPS351,13,Spring Y7,140,15,15,0,0.1071,open
CMPS405,13,Spring Y7,140,39,39,0,0.2786,open
CMPS323,13,Spring Y7,140,41,41,0,0.2929,open
CMPS493,13,Spring Y7,70,38,38,0,0.5429,open
CMPS499,13,Spring Y7,70,37,37,0,0.5286,open
ELEC_1,13,Spring Y7,70,11,11,0,0.1571,open
ELEC_2,13,Spring Y7,70,13,13,0,0.1857,open
ELEC_3,13,Spring Y7,70,15,15,0,0.2143,open
ELEC_4,13,Spring Y7,70,27,27,0,0.3857,open
SUPP_1,13,Spring Y7,105,0,0,0,0.0,open
SUPP_2,13,Spring Y7,105,0,0,0,0.0,open
MATH_1,13,Spring Y7,140,0,0,0,0.0,open
MATH_2,13,Spring Y7,105,0,0,0,0.0,open
MATH_3,13,Spring Y7,140,1,1,0,0.0071,open
MATH_4,13,Spring Y7,105,2,2,0,0.019,open
MATH_5,13,Spring Y7,105,6,6,0,0.0571,open
PHYS_1,13,Spring Y7,140,1,1,0,0.0071,open
PHYS_2,13,Spring Y7,70,4,4,0,0.0571,open
CHEM_1,13,Spring Y7,105,5,5,0,0.0476,open
ENGL_1,13,Spring Y7,105,0,0,0,0.0,open
ENGL_2,13,Spring Y7,70,3,3,0,0.0429,open
GED_1,13,Spring Y7,70,10,10,0,0.1429,open
GED_2,13,Spring Y7,70,22,22,0,0.3143,open
GED_3,13,Spring Y7,70,28,28,0,0.4,open
GED_4,13,Spring Y7,70,33,33,0,0.4714,open
GED_5,13,Spring Y7,70,41,41,0,0.5857,open
GED_6,13,Spring Y7,70,38,38,0,0.5429,open
GED_7,13,Spring Y7,70,38,38,0,0.5429,open
CMPS151,14,Fall Y8,105,0,0,0,0.0,open
CMPS200,14,Fall Y8,105,0,0,0,0.0,open
CMPS205,14,Fall Y8,140,0,0,0,0.0,open
CMPS251,14,Fall Y8,105,0,0,0,0.0,open
CMPS350,14,Fall Y8,70,0,0,0,0.0,open
CMPS303,14,Fall Y8,70,0,0,0,0.0,open
CMPE263,14,Fall Y8,105,0,0,0,0.0,open
CMPS380,14,Fall Y8,140,15,15,0,0.1071,open
CMPS310,14,Fall Y8,140,13,13,0,0.0929,open
CMPE355,14,Fall Y8,140,9,9,0,0.0643,open
CMPS493,14,Fall Y8,70,15,15,0,0.2143,open
CMPS499,14,Fall Y8,70,31,31,0,0.4429,open
ELEC_1,14,Fall Y8,70,2,2,0,0.0286,open
ELEC_2,14,Fall Y8,70,3,3,0,0.0429,open
ELEC_3,14,Fall Y8,70,5,5,0,0.0714,open
ELEC_4,14,Fall Y8,70,8,8,0,0.1143,open
SUPP_1,14,Fall Y8,105,0,0,0,0.0,open
SUPP_2,14,Fall Y8,105,0,0,0,0.0,open
MATH_1,14,Fall Y8,140,0,0,0,0.0,open
MATH_2,14,Fall Y8,105,0,0,0,0.0,open
MATH_3,14,Fall Y8,140,0,0,0,0.0,open
MATH_4,14,Fall Y8,105,1,1,0,0.0095,open
MATH_5,14,Fall Y8,105,1,1,0,0.0095,open
PHYS_1,14,Fall Y8,140,0,0,0,0.0,open
PHYS_2,14,Fall Y8,70,1,1,0,0.0143,open
CHEM_1,14,Fall Y8,105,1,1,0,0.0095,open
ENGL_1,14,Fall Y8,105,0,0,0,0.0,open
ENGL_2,14,Fall Y8,70,0,0,0,0.0,open
GED_1,14,Fall Y8,70,6,6,0,0.0857,open
GED_2,14,Fall Y8,70,9,9,0,0.1286,open
GED_3,14,Fall Y8,70,13,13,0,0.1857,open
GED_4,14,Fall Y8,70,20,20,0,0.2857,open
GED_5,14,Fall Y8,70,24,24,0,0.3429,open
GED_6,14,Fall Y8,70,26,26,0,0.3714,open
GED_7,14,Fall Y8,70,30,30,0,0.4286,open
CMPS151,15,Spring Y8,105,0,0,0,0.0,open
CMPS200,15,Spring Y8,105,0,0,0,0.0,open
CMPS205,15,Spring Y8,140,0,0,0,0.0,open
CMPS251,15,Spring Y8,105,0,0,0,0.0,open
CMPS350,15,Spring Y8,70,0,0,0,0.0,open
CMPS303,15,Spring Y8,70,0,0,0,0.0,open
CMPE263,15,Spring Y8,105,0,0,0,0.0,open
CMPS351,15,Spring Y8,140,2,2,0,0.0143,open
CMPS405,15,Spring Y8,140,14,14,0,0.1,open
CMPS323,15,Spring Y8,140,14,14,0,0.1,open
CMPS493,15,Spring Y8,70,11,11,0,0.1571,open
CMPS499,15,Spring Y8,70,16,16,0,0.2286,open
ELEC_1,15,Spring Y8,70,1,1,0,0.0143,open
ELEC_2,15,Spring Y8,70,1,1,0,0.0143,open
ELEC_3,15,Spring Y8,70,0,0,0,0.0,open
ELEC_4,15,Spring Y8,70,4,4,0,0.0571,open
SUPP_1,15,Spring Y8,105,0,0,0,0.0,open
SUPP_2,15,Spring Y8,105,0,0,0,0.0,open
MATH_1,15,Spring Y8,140,0,0,0,0.0,open
MATH_2,15,Spring Y8,105,0,0,0,0.0,open
MATH_3,15,Spring Y8,140,0,0,0,0.0,open
MATH_4,15,Spring Y8,105,0,0,0,0.0,open
MATH_5,15,Spring Y8,105,1,1,0,0.0095,open
PHYS_1,15,Spring Y8,140,0,0,0,0.0,open
PHYS_2,15,Spring Y8,70,0,0,0,0.0,open
CHEM_1,15,Spring Y8,105,0,0,0,0.0,open
ENGL_1,15,Spring Y8,105,0,0,0,0.0,open
ENGL_2,15,Spring Y8,70,0,0,0,0.0,open
GED_1,15,Spring Y8,70,1,1,0,0.0143,open
GED_2,15,Spring Y8,70,0,0,0,0.0,open
GED_3,15,Spring Y8,70,3,3,0,0.0429,open
GED_4,15,Spring Y8,70,4,4,0,0.0571,open
GED_5,15,Spring Y8,70,10,10,0,0.1429,open
GED_6,15,Spring Y8,70,12,12,0,0.1714,open
GED_7,15,Spring Y8,70,13,13,0,0.1857,open
CMPS151,16,Fall Y9,105,0,0,0,0.0,open
CMPS200,16,Fall Y9,105,0,0,0,0.0,open
CMPS205,16,Fall Y9,140,0,0,0,0.0,open
CMPS251,16,Fall Y9,105,0,0,0,0.0,open
CMPS350,16,Fall Y9,70,0,0,0,0.0,open
CMPS303,16,Fall Y9,70,0,0,0,0.0,open
CMPE263,16,Fall Y9,105,0,0,0,0.0,open
CMPS380,16,Fall Y9,140,2,2,0,0.0143,open
CMPS310,16,Fall Y9,140,4,4,0,0.0286,open
CMPE355,16,Fall Y9,140,4,4,0,0.0286,open
CMPS493,16,Fall Y9,70,2,2,0,0.0286,open
CMPS499,16,Fall Y9,70,10,10,0,0.1429,open
ELEC_1,16,Fall Y9,70,1,1,0,0.0143,open
ELEC_2,16,Fall Y9,70,0,0,0,0.0,open
ELEC_3,16,Fall Y9,70,0,0,0,0.0,open
ELEC_4,16,Fall Y9,70,1,1,0,0.0143,open
SUPP_1,16,Fall Y9,105,0,0,0,0.0,open
SUPP_2,16,Fall Y9,105,0,0,0,0.0,open
MATH_1,16,Fall Y9,140,0,0,0,0.0,open
MATH_2,16,Fall Y9,105,0,0,0,0.0,open
MATH_3,16,Fall Y9,140,0,0,0,0.0,open
MATH_4,16,Fall Y9,105,0,0,0,0.0,open
MATH_5,16,Fall Y9,105,0,0,0,0.0,open
PHYS_1,16,Fall Y9,140,0,0,0,0.0,open
PHYS_2,16,Fall Y9,70,0,0,0,0.0,open
CHEM_1,16,Fall Y9,105,0,0,0,0.0,open
ENGL_1,16,Fall Y9,105,0,0,0,0.0,open
ENGL_2,16,Fall Y9,70,0,0,0,0.0,open
GED_1,16,Fall Y9,70,0,0,0,0.0,open
GED_2,16,Fall Y9,70,0,0,0,0.0,open
GED_3,16,Fall Y9,70,0,0,0,0.0,open
GED_4,16,Fall Y9,70,2,2,0,0.0286,open
GED_5,16,Fall Y9,70,2,2,0,0.0286,open
GED_6,16,Fall Y9,70,4,4,0,0.0571,open
GED_7,16,Fall Y9,70,5,5,0,0.0714,open
CMPS151,17,Spring Y9,105,0,0,0,0.0,open
CMPS200,17,Spring Y9,105,0,0,0,0.0,open
CMPS205,17,Spring Y9,140,0,0,0,0.0,open
CMPS251,17,Spring Y9,105,0,0,0,0.0,open
CMPS350,17,Spring Y9,70,0,0,0,0.0,open
CMPS303,17,Spring Y9,70,0,0,0,0.0,open
CMPE263,17,Spring Y9,105,0,0,0,0.0,open
CMPS351,17,Spring Y9,140,0,0,0,0.0,open
CMPS405,17,Spring Y9,140,2,2,0,0.0143,open
CMPS323,17,Spring Y9,140,3,3,0,0.0214,open
CMPS493,17,Spring Y9,70,2,2,0,0.0286,open
CMPS499,17,Spring Y9,70,4,4,0,0.0571,open
ELEC_1,17,Spring Y9,70,0,0,0,0.0,open
ELEC_2,17,Spring Y9,70,0,0,0,0.0,open
ELEC_3,17,Spring Y9,70,0,0,0,0.0,open
ELEC_4,17,Spring Y9,70,0,0,0,0.0,open
SUPP_1,17,Spring Y9,105,0,0,0,0.0,open
SUPP_2,17,Spring Y9,105,0,0,0,0.0,open
MATH_1,17,Spring Y9,140,0,0,0,0.0,open
MATH_2,17,Spring Y9,105,0,0,0,0.0,open
MATH_3,17,Spring Y9,140,0,0,0,0.0,open
MATH_4,17,Spring Y9,105,0,0,0,0.0,open
MATH_5,17,Spring Y9,105,0,0,0,0.0,open
PHYS_1,17,Spring Y9,140,0,0,0,0.0,open
PHYS_2,17,Spring Y9,70,0,0,0,0.0,open
CHEM_1,17,Spring Y9,105,0,0,0,0.0,open
ENGL_1,17,Spring Y9,105,0,0,0,0.0,open
ENGL_2,17,Spring Y9,70,0,0,0,0.0,open
GED_1,17,Spring Y9,70,0,0,0,0.0,open
GED_2,17,Spring Y9,70,0,0,0,0.0,open
GED_3,17,Spring Y9,70,0,0,0,0.0,open
GED_4,17,Spring Y9,70,0,0,0,0.0,open
GED_5,17,Spring Y9,70,0,0,0,0.0,open
GED_6,17,Spring Y9,70,2,2,0,0.0286,open
GED_7,17,Spring Y9,70,0,0,0,0.0,open
